DSC02438.jpg		544268.9451	3925332.096	815.63
DSC02439.jpg		544282.8503	3925213.199	815.73
DSC02440.jpg		544295.3949	3925094.128	816.97
DSC02441.jpg		544307.2417	3924974.855	818.32
DSC02442.jpg		544320.4403	3924855.843	818.24
DSC02443.jpg		544333.0945	3924736.807	816.74
DSC02444.jpg		544348.2451	3924617.938	816.48
DSC02445.jpg		544359.6201	3924498.851	817.61
DSC02446.jpg		544371.7765	3924379.702	817.47
DSC02447.jpg		544383.3065	3924260.582	817.77
DSC02448.jpg		544397.7135	3924141.777	815.42
DSC02449.jpg		544412.0302	3924022.96	816.96
DSC02450.jpg		544425.1859	3923903.937	817.16
DSC02451.jpg		544439.2502	3923784.875	818.27
DSC02452.jpg		544452.5615	3923665.753	817.76
DSC02453.jpg		544464.8927	3923546.582	816.84
DSC02454.jpg		544476.0346	3923427.406	817.38
DSC02455.jpg		544489.4187	3923308.451	816.58
DSC02456.jpg		544502.8211	3923189.508	816.79
DSC02457.jpg		544515.4258	3923070.349	816.95
DSC02458.jpg		544525.2983	3922951.045	818.06
DSC02459.jpg		544538.1294	3922832.121	817.58
DSC02460.jpg		544554.9367	3922713.549	817.03
DSC02461.jpg		544567.134	3922594.389	815.9
DSC02462.jpg		544580.1846	3922475.367	817.06
DSC02463.jpg		544591.4473	3922356.169	816.22
DSC02464.jpg		544602.7468	3922236.938	817.23
DSC02465.jpg		544617.4593	3922118.09	817.75
DSC02466.jpg		544631.5094	3921999.216	817.61
DSC02467.jpg		544643.5897	3921880.211	817.2
DSC02468.jpg		544656.9054	3921761.212	816.51
DSC02469.jpg		544669.0498	3921642.219	816.17
DSC02470.jpg		544682.8836	3921523.267	816.49
DSC02471.jpg		544692.8771	3921404.074	817.87
DSC02472.jpg		544706.6657	3921285.2	816.26
DSC02473.jpg		544721.9347	3921166.399	817.32
DSC02474.jpg		544735.0069	3921047.444	818.32
DSC02475.jpg		544746.7821	3920928.171	816.63
DSC02476.jpg		544760.4998	3920809.208	816.39
DSC02477.jpg		544773.3557	3920690.107	817.05
DSC02478.jpg		544785.3126	3920571.002	816.43
DSC02479.jpg		544798.0146	3920451.911	816.83
DSC02480.jpg		544807.9019	3920332.641	816.81
DSC02481.jpg		544822.7289	3920213.761	817.18
DSC02482.jpg		544832.7174	3920094.346	816.96
DSC02483.jpg		544848.1888	3919975.714	817.51
DSC02484.jpg		544861.9541	3919856.839	815.91
DSC02485.jpg		544875.4661	3919737.798	817.97
DSC02486.jpg		544888.2158	3919618.686	819.95
DSC02487.jpg		544899.4486	3919499.588	817.76
DSC02488.jpg		544912.8795	3919380.613	816.54
DSC02489.jpg		544924.8039	3919261.397	816.47
DSC02490.jpg		544938.7535	3919142.369	816.39
DSC02491.jpg		544951.1418	3919023.166	815.72
DSC02492.jpg		544963.8387	3918904.054	818.56
DSC02493.jpg		544979.4779	3918785.278	816.85
DSC02494.jpg		544991.2949	3918666.04	817.38
DSC02495.jpg		545003.5835	3918547.015	820.54
DSC02496.jpg		545014.3927	3918427.76	817.11
DSC02497.jpg		545029.969	3918309.117	816.39
DSC02498.jpg		545042.658	3918190.15	815.91
DSC02499.jpg		545055.2392	3918071.004	816.68
DSC02500.jpg		545067.0673	3917951.71	817.53
DSC02501.jpg		545079.3216	3917832.663	817.23
DSC02502.jpg		545091.3681	3917713.403	816.51
DSC02503.jpg		545107.5552	3917594.775	816.6
DSC02504.jpg		545118.1855	3917475.398	817.56
DSC02505.jpg		545133.5745	3917356.61	816.79
DSC02506.jpg		545147.0744	3917237.702	818.7
DSC02507.jpg		545158.7228	3917118.419	817.2
DSC02508.jpg		545170.117	3916999.146	816.32
DSC02509.jpg		545182.5915	3916880.155	816.12
DSC02510.jpg		545195.1761	3916760.999	817.52
DSC02511.jpg		545208.0057	3916641.965	816.43
DSC02512.jpg		545221.7173	3916522.892	816.97
DSC02513.jpg		545234.593	3916403.86	818.34
DSC02514.jpg		545246.3427	3916284.721	818.15
DSC02515.jpg		545261.8348	3916165.99	816.72
DSC02516.jpg		545274.5477	3916046.99	817.23
DSC02517.jpg		545286.8076	3915927.765	817.1
DSC02518.jpg		545298.2505	3915808.426	817.4
DSC02519.jpg		545311.5281	3915689.362	816.36
DSC02520.jpg		545326.4051	3915570.384	816.35
DSC02521.jpg		545340.3646	3915451.39	817.5
DSC02522.jpg		545347.2013	3915331.95	818.68
DSC02523.jpg		545363.3586	3915213.411	817.1
DSC02524.jpg		545379.8983	3915094.808	816.45
DSC02525.jpg		545390.7525	3914975.476	817.29
DSC02526.jpg		545401.843	3914856.191	817.4
DSC02527.jpg		545413.0603	3914737.028	816.84
DSC02528.jpg		545427.0129	3914618.046	817.08
DSC02529.jpg		545439.8118	3914499.002	817.68
DSC02530.jpg		545455.0004	3914380.192	817.3
DSC02531.jpg		545470.988	3914261.619	816.21
DSC02532.jpg		545479.9353	3914142.301	816.15
DSC02533.jpg		545493.2354	3914023.249	815.7
DSC02534.jpg		545501.3834	3913903.893	816.86
DSC02535.jpg		545515.8829	3913785.058	816.42
DSC02536.jpg		545529.7192	3913666.208	818.5
DSC02537.jpg		545541.7576	3913547.039	818.57
DSC02538.jpg		545553.0971	3913427.722	816.71
DSC02539.jpg		545569.2062	3913309.028	819.46
DSC02540.jpg		545579.8091	3913189.885	818.89
DSC02541.jpg		545598.5353	3913071.537	815.71
DSC02542.jpg		545610.7751	3912952.402	817.14
DSC02543.jpg		545623.3506	3912833.447	818.61
DSC02544.jpg		545631.9106	3912714.005	816.39
DSC02545.jpg		545646.6858	3912595.249	818.54
DSC02546.jpg		545660.4889	3912476.422	817.77
DSC02547.jpg		545670.9043	3912356.978	814.87
DSC02548.jpg		545687.3251	3912238.419	817.47
DSC02549.jpg		545701.9112	3912119.563	817.86
DSC02550.jpg		545709.4814	3912000.183	817.29
DSC02551.jpg		545724.2957	3911881.272	817.5
DSC02552.jpg		545737.3659	3911762.13	816.52
DSC02553.jpg		545748.7281	3911642.78	817.24
DSC02554.jpg		545765.8332	3911524.17	816.9
DSC02555.jpg		545777.6309	3911405.111	817.43
DSC02556.jpg		545789.2835	3911286.051	818.53
DSC02557.jpg		545801.3004	3911166.916	816.68
DSC02558.jpg		545812.1911	3911047.586	816.91
DSC02559.jpg		545824.9995	3910928.499	816.95
DSC02560.jpg		545839.0445	3910809.473	816.8
DSC02561.jpg		545852.3351	3910690.444	816.18
DSC02562.jpg		545864.8891	3910571.489	817.04
DSC02563.jpg		545877.8711	3910452.47	818.14
DSC02564.jpg		545888.518	3910333.128	817.2
DSC02565.jpg		545904.7092	3910214.413	817.71
DSC02566.jpg		545917.2194	3910095.369	816.49
DSC02567.jpg		545931.7661	3909976.48	816.45
DSC02568.jpg		545943.05	3909857.286	816.04
DSC02569.jpg		545956.1339	3909738.278	816.16
DSC02570.jpg		545968.7459	3909619.124	816.82
DSC02571.jpg		545979.4851	3909499.915	816.88
DSC02572.jpg		545994.5246	3909381.029	817.44
DSC02573.jpg		546008.5283	3909262.015	816.5
DSC02574.jpg		546020.7956	3909142.926	816.71
DSC02575.jpg		546032.6182	3909023.701	816.88
DSC02576.jpg		546046.8774	3908904.711	817.91
DSC02577.jpg		546055.7178	3908785.415	818.08
DSC02578.jpg		546070.0677	3908666.603	817.57
DSC02579.jpg		546085.2993	3908547.962	817.1
DSC02580.jpg		546098.1053	3908428.82	817.46
DSC02581.jpg		546112.2022	3908309.873	817.05
DSC02582.jpg		546121.4174	3908190.458	818.28
DSC02583.jpg		546135.4877	3908071.511	816.44
DSC02584.jpg		546148.7757	3907952.616	816.85
DSC02585.jpg		546162.792	3907833.68	815.91
DSC02586.jpg		546174.2091	3907714.354	816.65
DSC02587.jpg		546185.59	3907595.05	817.11
DSC02588.jpg		546200.2256	3907476.151	817.9
DSC02589.jpg		546212.1979	3907356.916	817.13
DSC02590.jpg		546225.0251	3907237.797	817.75
DSC02591.jpg		546240.7337	3907119.159	817.78
DSC02592.jpg		546252.7064	3907000.035	817.58
DSC02593.jpg		546265.2072	3906880.881	817.21
DSC02594.jpg		546275.9343	3906761.729	816.92
DSC02595.jpg		546289.5989	3906642.814	816.53
DSC02596.jpg		546302.8999	3906523.908	819.22
DSC02597.jpg		546316.2196	3906404.958	819.12
DSC02598.jpg		546329.8758	3906286.099	818.25
DSC02599.jpg		546341.3509	3906166.818	815.41
DSC02600.jpg		546353.8084	3906047.641	816.14
DSC02601.jpg		546365.5112	3905928.45	816.42
DSC02602.jpg		546379.0507	3905809.513	816.23
DSC02603.jpg		546392.9269	3905690.643	815.21
DSC02604.jpg		546408.6035	3905572.039	818.1
DSC02605.jpg		546421.2074	3905453.008	817.37
DSC02606.jpg		546435.1209	3905334.15	815.9
DSC02607.jpg		546444.661	3905214.737	816.17
DSC02608.jpg		546460.7941	3905096.112	815.86
DSC02609.jpg		546470.0163	3904976.698	817.46
DSC02610.jpg		546483.9764	3904857.863	818.1
DSC02611.jpg		546496.9641	3904738.867	816.8
DSC02612.jpg		546509.5339	3904619.792	816.71
DSC02613.jpg		546522.4859	3904500.774	814.9
DSC02614.jpg		546533.3746	3904381.379	819.24
DSC02615.jpg		546545.6549	3904262.136	820.03
DSC02616.jpg		546592.9052	3904151.927	819.44
DSC02617.jpg		546713.3473	3904147.301	821.29
DSC02618.jpg		546826.4081	3904188.573	817.1
DSC02619.jpg		546941.1368	3904225.649	816.19
DSC02620.jpg		546985.7917	3904337.111	815.52
DSC02621.jpg		546942.1069	3904448.623	815.35
DSC02622.jpg		546916.1485	3904565.465	816.78
DSC02623.jpg		546897.543	3904684.032	818.38
DSC02624.jpg		546879.6671	3904802.369	816.09
DSC02625.jpg		546869.5666	3904921.634	819.58
DSC02626.jpg		546857.9093	3905041.102	814.36
DSC02627.jpg		546844.3523	3905160.261	815.98
DSC02628.jpg		546832.7685	3905279.696	816.15
DSC02629.jpg		546821.1124	3905399.098	817.11
DSC02630.jpg		546807.3575	3905517.989	817.73
DSC02631.jpg		546794.0116	3905637.038	817.07
DSC02632.jpg		546782.0204	3905756.305	817.29
DSC02633.jpg		546767.7387	3905875.205	817.25
DSC02634.jpg		546756.9927	3905994.833	817.06
DSC02635.jpg		546742.3212	3906113.598	816.24
DSC02636.jpg		546730.168	3906232.764	816.34
DSC02637.jpg		546720.6154	3906352.244	817.4
DSC02638.jpg		546705.0718	3906470.938	816.19
DSC02639.jpg		546694.3297	3906590.078	818.63
DSC02640.jpg		546677.2953	3906708.698	819.03
DSC02641.jpg		546667.4797	3906828.22	817.62
DSC02642.jpg		546650.4546	3906946.929	816.9
DSC02643.jpg		546644.6313	3907066.816	818.37
DSC02644.jpg		546624.9889	3907185.156	818.44
DSC02645.jpg		546617.5034	3907304.635	819.37
DSC02646.jpg		546600.8623	3907423.246	817.46
DSC02647.jpg		546589.886	3907542.374	815.8
DSC02648.jpg		546573.2175	3907661.163	816.73
DSC02649.jpg		546566.5517	3907780.613	816.96
DSC02650.jpg		546550.9306	3907899.251	816.51
DSC02651.jpg		546541.5819	3908018.721	815.71
DSC02652.jpg		546523.4423	3908137.302	815.93
